        id,         y,                           x1,          x2,          x3,          x4,       x5,          x6,             x7,              x8,          x9,         x10
       615,       Bob,                     -0.90227,     0.16569,     0.14139,     0.03959,     True,           F,       -3.24833,        -0.45200,    -1.59361,     1.30588
       616,    Atsuto,                      0.33483,    -0.75352,    -0.90431,     0.99791,    False,           F,       -0.44439,        -1.89550,     3.00091,     3.42540
       617,       Bob,                      2.04775,    -0.44198,     0.14307,     0.02225,    False,           F,       -1.55867,        -1.23593,    -0.84433,     1.30285
       618,       Bob,                      0.10940,     1.44987,     0.07511,     0.01169,     True,           A,       -1.00500,        -1.38521,    -1.47447,     0.23946
       619,    Atsuto,                     -0.98406,     1.74604,     0.06762,     0.10129,     True,           A,        0.61803,         1.09360,    -1.03759,     1.86326
       620,    Atsuto,                     -1.20665,     1.96210,    -0.33217,     0.49312,     True,           A,        2.13022,         1.78466,     3.31627,     3.12285
       621,       Bob,                     -0.28079,     0.13586,    -0.61767,     0.69537,    False,           F,       -0.90698,        -1.50009,    -3.14639,     2.29584
       622,    Atsuto,                     -2.72070,     1.44558,    -0.08502,     0.20663,     True,           A,        0.19760,         0.35416,    -1.60320,     1.47667
       623,      Jörg,                     -1.68177,     0.28714,    -0.30197,     0.43327,    False,          Fx,        1.14850,        -0.37080,    -2.52080,     1.37347
       624,       Bob,                      0.15031,    -0.87610,    -0.67407,     0.77031,    False,           F,       -0.95942,        -1.33054,    -1.13395,     0.08069
       625,       Bob,                     -0.63895,     0.66211,    -0.61200,     0.62841,     True,           D,       -1.31124,        -1.61207,    -2.90294,     0.03317
       626,       Bob,                      1.41185,    -0.76942,    -0.66821,     0.79014,    False,           F,       -0.49668,        -0.10224,    -3.09573,    -0.84221
       627,    Atsuto,                      1.43764,    -0.27762,    -0.86550,     0.91547,    False,           F,        0.70290,         0.32691,     2.00732,     2.82729
       628,       Bob,                     -1.80781,     0.81168,    -0.56281,     0.70952,     True,           A,       -0.84238,        -2.07143,    -3.67801,     1.63731
       629,       Bob,                      0.04251,    -1.16605,    -0.38298,     0.52624,    False,           F,       -0.86456,        -0.72855,    -2.60831,     0.44318
       630,       Bob,                     -1.33597,    -0.60560,     0.15133,     0.08318,    False,           F,       -0.68872,        -1.79393,    -3.67147,     2.36954
       631,    Atsuto,                     -1.36389,     1.08337,    -0.35881,     0.48641,     True,           A,       -0.60228,         2.56407,     1.98111,     2.74701
       632,    Atsuto,                     -1.35556,     1.71117,    -0.86086,     0.89580,     True,           A,       -0.33640,         1.18187,    -2.50441,     1.49256
       633,      Jörg,                     -0.35549,     0.79054,    -0.87022,     1.02046,    False,           A,        0.67438,        -0.90006,     0.90365,     2.58430
       634,    Atsuto,                     -0.27050,     1.98287,    -0.29884,     0.39603,     True,           A,        0.41512,         0.65347,     2.80888,     1.54857
       635,    Atsuto,                      1.14772,    -0.38425,    -0.99690,     1.06818,    False,           F,       -0.54098,        -1.05463,     0.38196,     0.59776
       636,       Bob,                      1.42460,    -0.60931,    -0.11879,     0.27290,    False,           F,       -2.27126,        -0.81238,    -1.96927,     1.45907
       637,       Bob,                      2.66215,    -0.82874,    -0.51962,     0.68910,    False,           F,       -2.28521,        -1.39332,    -2.81140,     1.62233
       638,    Atsuto,                      2.00779,     1.03909,     0.18301,     0.01795,     True,           A,        3.90320,         3.68062,    -1.96654,     1.51306
       639,    Atsuto,                     -1.04329,    -0.12553,    -0.66857,     0.69128,    False,           F,        2.44085,         0.26522,    -2.00305,     1.63311
       640,    Atsuto,                     -1.23479,     1.22093,     0.07485,     0.04963,     True,           A,        2.99070,         0.22391,     0.77380,    -0.42296
       641,       Bob,                      0.25292,    -1.22840,    -0.06643,     0.23352,    False,           F,       -0.64926,        -0.84995,    -4.05418,     2.25163
       642,    Atsuto,                      1.26296,    -2.26979,    -1.01939,     1.10008,    False,           F,        0.18005,         1.07273,    -2.01951,     1.87802
       643,       Bob,                     -1.90602,     0.19550,    -0.39378,     0.40067,    False,           F,       -0.83594,        -0.88399,    -0.27290,     0.80567
       644,       Bob,                      0.46937,    -0.44047,    -0.59741,     0.77589,    False,           F,       -0.84894,        -0.34909,    -0.11885,     2.42403
       645,       Bob,                      0.84452,     0.42012,    -0.38215,     0.44504,    False,          Fx,       -0.46427,        -1.37444,    -2.85274,     1.49105
       646,    Atsuto,                      0.40547,    -0.57217,    -0.63240,     0.74100,    False,           F,        1.84565,         1.57375,     4.64135,     0.62429
       647,       Bob,                     -3.06675,     1.29954,     0.08194,     0.11688,     True,           A,       -0.10462,        -0.52326,     1.00817,     0.59953
       648,       Bob,                      1.82636,     0.31615,    -0.06163,     0.29350,     True,           E,       -1.42092,        -1.63143,    -1.25651,     0.28823
       649,       Bob,                      1.31795,     0.21418,    -0.72481,     0.80590,    False,           F,       -1.07681,        -1.51898,    -2.73190,     0.58045
       650,      Jörg,                      0.86353,     2.25505,    -0.36818,     0.63229,     True,           A,        0.61054,        -0.71800,    -0.49844,     3.68802
       651,       Bob,                      2.37719,    -2.20229,    -0.06801,     0.21836,    False,           F,       -0.59601,        -0.32798,    -2.27070,     0.23889
       652,       Bob,                     -1.71949,     0.73291,    -0.05484,     0.28616,     True,           A,       -1.61381,        -1.15398,    -3.22800,     1.14668
       653,    Atsuto,                      1.41797,    -1.28272,    -0.96703,     1.02378,    False,           F,        3.62575,         2.61301,    -2.69551,     0.32243
       654,    Atsuto,                     -0.92164,    -0.66026,    -0.84490,     0.93130,    False,           F,        2.38129,         1.94662,     1.49892,    -0.65831
       655,       Bob,                      2.13401,    -0.28623,    -0.02179,     0.08663,    False,           F,       -1.84244,        -1.72376,    -2.09266,     0.56353
       656,      Jörg,                     -0.05462,    -1.89541,    -0.55597,     0.51364,    False,           F,        0.43746,        -0.77695,     2.94787,     1.59992
       657,       Bob,                      1.02670,    -0.52927,    -0.30524,     0.50498,    False,           F,        0.71845,        -1.83614,    -1.59178,     2.29341
       658,    Atsuto,                      2.53881,     1.82330,    -1.26906,     1.24211,     True,           A,        2.19408,         1.55099,    -0.41327,     0.23236
       659,    Atsuto,                     -1.07157,     0.90734,    -0.74504,     0.84765,     True,           A,        2.86189,         0.39859,    -1.71814,     1.41430
       660,       Bob,                      0.16757,    -0.23601,    -0.38125,     0.47339,    False,           F,       -1.39362,        -0.67782,    -2.07261,     0.76796
       661,    Atsuto,                      0.10690,    -0.35371,    -0.37549,     0.43631,    False,           F,        2.06230,        -3.07380,    -0.67652,     0.48990
       662,      Jörg,                      1.10454,    -1.33270,    -0.88553,     0.87578,    False,           F,        1.52051,         0.54229,    -0.71968,     0.38119
       663,       Bob,                     -1.47271,     0.25321,     0.13867,     0.09204,     True,          Fx,        0.06162,        -1.94117,    -1.96748,     3.41222
       664,      Jörg,                     -1.25070,     2.70790,    -0.49838,     0.69057,     True,           A,        0.91341,        -0.79027,     2.34707,     0.17343
       665,    Atsuto,                      1.09425,    -1.72708,    -0.36703,     0.47088,    False,           F,        1.32468,         4.23797,     2.72563,    -0.41097
       666,       Bob,                     -2.21858,     1.24851,     0.03769,     0.22543,     True,           A,       -1.39992,        -1.40859,    -4.48993,     0.39002
       667,       Bob,                     -1.48189,    -0.15344,    -0.28004,     0.43500,    False,           F,       -1.02942,        -1.55297,    -1.31070,     0.82729
       668,    Atsuto,                     -3.24304,     0.44405,    -0.39462,     0.54537,    False,           E,        1.95732,         0.62085,    -1.96284,     1.89227
       669,    Atsuto,                      0.25981,    -0.84442,     0.06105,     0.11492,    False,           F,        1.50956,         0.69170,    -1.99894,     1.19818
       670,      Jörg,                      0.97589,     0.30906,    -1.11084,     1.13043,    False,           F,        1.21209,         1.80200,    -1.85174,     0.48154
       671,    Atsuto,                      1.36967,    -0.98229,    -0.35649,     0.40856,    False,           F,       -0.08393,        -0.71983,    -0.01865,    -0.03562
       672,    Atsuto,                     -2.30676,     0.55291,    -0.95030,     1.02703,    False,           D,       -0.94276,        -2.00304,     0.42025,     0.54469
       673,       Bob,                      0.94500,    -0.04772,    -0.39886,     0.42272,    False,           F,       -0.79837,        -1.65801,    -1.67037,     1.51511
       674,      Jörg,                     -2.50275,    -0.13488,    -1.41720,     1.27791,    False,           F,        0.48242,        -0.40087,     0.23174,     4.79505
       675,      Jörg,                      1.48999,    -1.48635,    -0.57692,     0.65679,    False,           F,        1.89629,        -2.10588,     0.43592,    -2.49406
       676,      Jörg,                     -0.06005,    -0.87415,    -1.07614,     1.07144,    False,           F,       -1.15584,         1.38062,    -1.38746,     3.72244
       677,       Bob,                      1.89958,     0.27591,    -0.00418,     0.08848,     True,           F,       -1.46050,        -1.81379,    -1.24120,     3.01384
       678,       Bob,                      0.32613,    -1.69361,     0.06070,     0.12846,    False,           F,       -0.96698,        -0.71082,    -1.03974,     0.89618
       679,    Atsuto,                      0.33332,    -0.97082,    -0.57852,     0.71744,    False,           F,        0.96233,         0.79653,     0.62278,    -0.51782
       680,       Bob,                      1.37178,    -0.16207,     0.17122,     0.03782,    False,           F,        0.21880,        -1.22155,    -2.29512,     0.42584
       681,       Bob,                     -0.54233,    -0.33988,    -0.49493,     0.48301,    False,           F,       -1.80709,        -0.88451,    -3.75336,     1.38184
       682,       Bob,                      0.23456,     1.57666,    -0.14690,     0.42161,     True,           A,       -1.24038,        -1.21002,     0.82252,    -0.18143
       683,       Bob,                     -2.06049,     1.06882,     0.01976,     0.14960,     True,           A,       -1.01466,        -0.65610,    -2.09065,     2.59298
       684,      Jörg,                     -0.43977,     1.10547,    -0.44408,     0.57141,     True,           A,        2.34216,        -0.18545,    -2.54552,     0.47620
       685,       Bob,                     -0.61966,    -0.35207,    -0.06121,     0.05692,    False,           F,       -0.94774,         0.21479,    -0.96088,     1.84836
       686,       Bob,                     -0.22679,    -0.40513,    -0.14027,     0.18804,    False,           F,       -1.55097,        -2.08233,    -0.33334,     2.77302
       687,       Bob,                     -0.08501,     1.45931,     0.26683,    -0.03125,     True,           A,       -1.77387,         0.38870,    -2.81608,     3.21874
       688,    Atsuto,                      0.81462,    -0.46579,     0.10918,     0.05040,    False,           F,       -0.30213,         0.79528,     3.00679,     1.80818
       689,      Jörg,                      0.56624,     0.15751,    -0.98238,     0.92119,    False,           F,        2.46554,         1.64039,    -1.09593,     3.47055
       690,    Atsuto,                      1.43991,     0.21206,    -0.80891,     0.91177,    False,           F,        1.25804,         0.60461,    -0.17946,     3.92381
       691,    Atsuto,                      2.45154,    -1.18571,     0.02664,     0.17111,    False,           F,       -0.94803,        -2.75362,     3.22507,     0.67677
       692,      Jörg,                     -2.60428,    -0.05899,    -1.14128,     1.27090,    False,           F,       -0.18894,        -0.92475,     0.17096,     0.44785
       693,       Bob,                     -0.19817,     0.63044,    -0.38292,     0.47887,     True,           C,       -0.76352,        -2.31142,    -0.09250,    -0.05833
       694,      Jörg,                      1.84270,    -0.57707,    -0.66277,     0.70466,    False,           F,        0.41724,         0.23886,    -0.12464,     0.10405
       695,       Bob,                      0.05860,    -1.32420,    -0.60136,     0.64558,    False,           F,       -0.82331,        -0.45364,    -2.51089,     0.94120
       696,      Jörg,                      2.47961,    -0.62772,    -1.36373,     1.34403,    False,           F,        0.03590,        -0.37489,     0.43912,    -0.63061
       697,       Bob,                      0.96145,    -0.71178,    -0.37014,     0.45628,    False,           F,       -0.02262,        -0.69622,    -0.37452,     1.70138
       698,    Atsuto,                      2.95782,    -1.29023,    -0.74164,     0.75971,    False,           F,       -1.28132,         0.95329,     0.50994,     0.85487
       699,      Jörg,                      2.33750,    -1.23154,    -0.06679,     0.36304,    False,           F,        2.11003,         1.74199,    -1.02679,    -1.46548
       700,    Atsuto,                      0.44817,    -0.39117,    -0.28352,     0.45600,    False,           F,       -0.41476,         2.95390,     2.39350,     0.60386
       701,       Bob,                      1.57980,    -1.05855,    -0.54219,     0.72270,    False,           F,       -1.64486,        -0.36769,    -1.93230,     3.04822
       702,      Jörg,                      0.69733,     1.06850,    -0.75050,     0.92521,     True,           A,        1.70725,         0.52093,    -0.69268,     1.60816
       703,       Bob,                      2.10904,    -1.46806,    -0.36697,     0.54357,    False,           F,       -0.94083,        -0.48212,    -2.55861,     2.45148
       704,       Bob,                      0.49921,    -0.02093,    -0.53383,     0.56162,    False,           F,       -0.21861,        -1.12991,    -4.37568,     1.51840
       705,       Bob,                      0.16850,     0.78888,    -0.52441,     0.74034,     True,           A,       -0.23892,        -0.62673,    -3.56890,     1.92136
       706,       Bob,                     -2.45413,    -1.10085,    -0.04248,     0.29777,    False,           F,       -0.31022,        -1.99803,    -3.06571,    -0.09308
       707,      Jörg,                      0.27433,    -1.87591,    -0.31402,     0.42076,    False,           F,        1.21818,         1.37985,    -1.37628,     0.55899
       708,       Bob,                      0.58134,     0.15302,     0.09650,     0.10628,     True,           F,       -2.64816,        -1.00735,    -1.39632,     0.14666
       709,    Atsuto,                      1.61362,     1.05564,    -0.99620,     1.00922,     True,           A,        0.49470,         1.08205,     3.62801,     3.43772
       710,       Bob,                     -0.62250,     0.54532,    -0.39942,     0.39456,     True,           E,       -0.39558,        -1.26554,    -2.05875,    -0.13481
       711,    Atsuto,                      0.67918,     0.99876,    -0.81510,     0.85758,     True,           A,        0.12518,        -0.32628,     2.54121,     0.67193
       712,       Bob,                      0.44835,    -0.64337,    -0.58566,     0.53407,    False,           F,       -0.09078,        -0.77034,    -1.81283,     0.56095
       713,       Bob,                     -0.21203,    -0.08621,    -0.58613,     0.69804,    False,           F,       -0.83109,        -0.25839,    -1.39664,     0.97347
       714,       Bob,                      0.53747,     2.63329,     0.00460,     0.06618,     True,           A,       -0.57737,         1.11431,    -1.04264,     0.53281
       715,       Bob,                     -1.59555,    -0.36250,    -0.76001,     0.80528,    False,           F,       -1.67342,        -0.51459,    -1.66605,    -0.22905
       716,       Bob,                      3.31563,    -2.22434,    -0.00184,     0.27796,    False,           F,       -1.18906,        -2.18491,    -2.07812,     1.22583
       717,      Jörg,                      1.27535,    -0.96355,    -0.56517,     0.53051,    False,           F,        2.14085,         0.25586,    -0.37733,     3.21133
       718,       Bob,                      0.23515,     0.06716,    -0.50676,     0.53662,    False,           F,       -1.02784,        -1.03725,    -2.17748,     0.76484
       719,       Bob,                     -1.49038,     1.82307,    -0.45785,     0.57680,     True,           A,       -1.42067,        -1.25988,     0.45009,    -0.09272
       720,    Atsuto,                     -1.09168,     1.12332,    -0.94596,     0.98374,     True,           A,       -0.14261,         0.16449,    -3.05590,     1.31878
       721,       Bob,                     -2.15204,    -0.03966,    -0.54022,     0.55101,    False,           F,       -1.66464,        -1.91096,    -1.26571,     1.24355
       722,       Bob,                      1.12952,     0.76583,    -0.20034,     0.35001,     True,           A,        0.50030,        -0.45633,    -1.48820,    -1.28969
       723,      Jörg,                     -2.27685,     0.01759,    -1.26948,     1.30941,    False,           F,        2.46573,         2.42364,     2.06381,    -1.54812
       724,    Atsuto,                      0.28304,     0.43485,    -0.87244,     0.90283,    False,          Fx,       -1.88000,        -0.20334,    -3.97931,     2.82733
       725,       Bob,                     -0.17912,    -0.27327,    -0.04079,     0.05559,    False,           F,       -0.69707,        -0.26689,    -3.15836,    -0.56777
       726,      Jörg,                      1.61957,     1.08693,    -1.09128,     1.16561,    False,           A,       -1.39352,         0.02123,    -1.12967,     2.66536
       727,       Bob,                     -0.78559,    -0.42026,    -0.24457,     0.33325,    False,           F,       -2.01762,        -0.38732,     0.81488,     1.41755
       728,       Bob,                     -0.17744,    -1.51970,    -0.03016,     0.10507,    False,           F,       -0.95020,        -0.58200,    -0.33376,     0.44703
       729,       Bob,                     -0.00235,     1.16537,     0.06105,     0.06855,     True,           A,       -1.73703,        -0.91103,    -1.62056,     0.78170
       730,       Bob,                     -0.00477,     0.01217,    -0.24291,     0.27858,    False,           F,       -2.25313,        -1.92983,    -2.64902,     0.76190
       731,       Bob,                     -0.76531,     0.67566,    -0.65503,     0.67298,     True,           D,       -0.97304,        -1.43149,    -3.15898,    -1.59038
       732,       Bob,                      0.25100,    -1.72208,    -0.94567,     0.85357,    False,           F,       -0.51755,        -0.92102,    -2.44840,     1.76040
       733,    Atsuto,                      2.53149,    -1.95202,    -0.09086,     0.26212,    False,           F,        0.82602,         0.47647,     1.77299,     1.03813
       734,      Jörg,                     -1.12820,     1.12342,    -1.20310,     1.25696,    False,           A,        1.46908,         0.21071,    -1.39883,     2.67352
       735,      Jörg,                      1.96702,     0.22369,    -0.39983,     0.63731,    False,          Fx,        0.98550,        -0.01794,    -1.55757,    -0.65070
       736,      Jörg,                      0.21282,     0.36498,    -1.23122,     1.30320,    False,          Fx,       -0.26202,        -2.01912,     1.52217,     1.17398
       737,       Bob,                      0.66176,     1.15068,    -0.26628,     0.46605,     True,           A,       -1.21060,        -1.31557,    -2.66873,     1.32871
       738,    Atsuto,                      1.58716,    -0.39002,    -0.38112,     0.47641,    False,           F,        0.46261,        -0.52234,    -1.34909,     0.12418
       739,       Bob,                     -0.90460,     0.53817,    -0.36468,     0.57191,    False,           C,       -1.09824,        -0.36294,    -1.61510,     1.90750
       740,       Bob,                     -0.29734,    -1.30353,    -0.36502,     0.59170,    False,           F,       -1.89311,        -1.16448,    -0.62737,     1.20176
       741,       Bob,                     -0.08028,     2.10242,    -0.01276,     0.26491,     True,           A,       -0.48930,        -0.73954,    -4.04764,     0.48514
       742,    Atsuto,                      3.40859,    -0.69363,    -0.00555,     0.12360,    False,           F,        0.69498,         0.41484,     3.68101,     2.24508
       743,    Atsuto,                     -1.59886,     0.03891,    -0.14955,     0.27289,    False,           F,       -0.56114,        -0.88284,     2.77335,    -0.04740
       744,      Jörg,                     -0.59231,    -1.70755,    -1.08800,     1.01652,    False,           F,        1.06740,        -0.55522,    -0.17760,     2.06873
       745,       Bob,                      0.29589,    -1.60121,    -0.95773,     0.87010,    False,           F,       -1.16522,        -0.96689,    -2.73590,     0.25790
       746,       Bob,                     -0.60094,    -0.03959,    -0.02721,     0.08046,    False,           F,       -0.72116,        -0.88057,    -2.29425,     1.43689
       747,       Bob,                      0.84444,     1.05967,    -0.91431,     0.85211,     True,           A,       -1.72822,        -1.93350,    -1.86156,     1.24825
       748,       Bob,                      0.73026,    -0.63053,    -0.70043,     0.81404,    False,           F,       -1.61755,        -0.36013,    -2.39850,     2.26620
       749,       Bob,                     -1.09381,    -0.26027,    -0.56985,     0.72545,    False,           F,       -1.14792,        -1.15962,     0.37551,     0.60716
       750,    Atsuto,                      0.34720,    -1.06884,    -0.20550,     0.30756,    False,           F,        1.98030,        -0.80519,    -1.88705,     1.48186
       751,       Bob,                     -1.30392,     1.71812,    -0.38658,     0.47396,     True,           A,       -0.47445,        -1.19210,    -1.66555,     0.17430
       752,    Atsuto,                     -0.88581,    -1.98542,    -0.53851,     0.62263,    False,           F,        2.47658,        -0.25030,     2.76008,     0.14365
       753,      Jörg,                      2.01590,    -0.20105,    -0.09101,     0.38308,    False,           F,        2.73509,        -0.75678,     0.77972,     3.22978
       754,    Atsuto,                     -2.94253,     1.02797,    -0.15977,     0.31666,     True,           A,        1.51828,        -0.09268,    -3.35201,     1.76428
       755,      Jörg,                     -0.74900,    -0.06245,    -1.32278,     1.29998,    False,           F,       -0.18886,        -0.59746,     2.26192,    -0.38113
       756,    Atsuto,                     -0.26800,    -0.17213,     0.04300,     0.07281,    False,           F,        4.99771,        -0.93601,     3.74078,     2.83853
       757,       Bob,                      1.34826,     0.91346,     0.32097,     0.00342,     True,           A,       -0.83188,        -1.91705,    -1.41094,     0.79031
       758,      Jörg,                      1.58710,    -0.31651,    -1.03625,     1.12533,    False,           F,        1.68743,         1.62462,    -0.94383,     1.95490
       759,    Atsuto,                      1.39038,     0.22913,     0.01659,     0.10064,     True,           F,        1.37989,         0.46032,     0.60792,     1.86777
       760,    Atsuto,                      0.85942,    -2.34161,    -0.91593,     1.01913,    False,           F,        1.77788,         2.32908,     4.02341,     0.38096
       761,       Bob,                     -1.04316,     0.93409,    -0.75682,     0.79443,     True,           A,       -1.57171,         0.52322,    -1.92485,     0.70200
       762,       Bob,                      0.77580,    -0.96095,    -0.53656,     0.65687,    False,           F,       -0.72007,        -1.08526,    -2.45996,     2.21767
       763,      Jörg,                      0.13406,     2.05027,    -0.08445,     0.35313,     True,           A,        1.06991,        -0.47135,    -1.26935,     1.66053
       764,       Bob,                      0.49063,    -0.60368,    -0.28380,     0.49144,    False,           F,       -1.82440,         1.10588,    -1.01936,     0.23733
       765,    Atsuto,                      2.65926,     0.22337,     0.12697,     0.00884,     True,           F,        1.62775,         0.86567,    -2.11975,     2.00326
       766,       Bob,                     -0.95883,     1.62583,    -0.44146,     0.41387,     True,           A,       -1.18478,         0.30659,    -4.08458,     0.39029
       767,       Bob,                      0.90604,    -0.22710,    -0.33270,     0.33494,    False,           F,       -1.50622,         0.08633,    -1.29649,     0.79112
       768,    Atsuto,                      2.92532,     1.35066,     0.13323,     0.05694,     True,           A,       -0.49873,         0.28007,     1.92133,     0.93050
       769,       Bob,                      1.10000,    -0.62198,    -0.75995,     0.69548,    False,           F,       -0.70568,        -0.20664,    -0.85195,     0.28975
       770,    Atsuto,                     -3.09325,    -0.37756,     0.23873,    -0.01682,    False,           F,       -0.80383,         0.47421,    -2.85730,     0.97885
       771,       Bob,                      1.77665,    -1.47589,    -0.12966,     0.11735,    False,           F,        0.78541,        -1.43668,    -4.52250,     0.37715
       772,       Bob,                     -0.10110,    -0.78109,     0.01734,     0.03028,    False,           F,       -1.48346,        -0.74383,    -0.83667,     1.13346
       773,    Atsuto,                      2.35081,    -0.30621,    -0.03519,     0.23684,    False,           F,        1.03383,         2.56342,    -3.50281,     0.59308
       774,    Atsuto,                      0.17041,    -1.46728,    -0.30911,     0.45042,    False,           F,        0.06369,         0.71427,     3.65614,    -0.45480
       775,    Atsuto,                     -0.81627,    -2.17214,    -0.98035,     1.05874,    False,           F,        3.48627,         3.41188,     1.28266,     2.64513
       776,      Jörg,                     -0.96876,     1.02926,    -0.74384,     0.73509,     True,           A,        1.66879,         0.13660,    -0.93099,     1.26900
       777,    Atsuto,                     -0.71009,    -0.52296,    -1.18416,     1.18694,    False,           F,        1.88497,         0.89274,     2.70892,     1.18014
       778,       Bob,                      2.80386,    -1.50432,    -0.17366,     0.21350,    False,           F,       -0.13548,        -0.25791,    -1.99686,     0.93966
       779,    Atsuto,                      1.19634,     0.56937,    -0.81414,     0.86888,    False,           D,        1.20026,         2.73406,     2.75327,     1.81003
       780,    Atsuto,                     -1.31143,     0.73233,    -0.82845,     0.92584,    False,           B,       -1.08014,         2.59619,    -3.56428,     1.69419
       781,       Bob,                     -1.81331,     0.88125,    -0.51806,     0.47870,     True,           B,       -1.10851,        -1.33903,    -2.41008,     0.30463
       782,    Atsuto,                     -0.16112,    -1.94097,    -0.62893,     0.73451,    False,           F,        0.21025,         2.38621,     0.05822,    -0.89763
       783,       Bob,                     -0.29866,     0.22939,     0.16056,    -0.01926,     True,           F,       -2.17941,        -1.23534,    -2.11993,     2.52589
       784,    Atsuto,                      0.55982,    -1.28953,    -0.34568,     0.42249,    False,           F,       -0.19039,         1.73728,     3.19329,     2.75486
       785,    Atsuto,                      0.42859,    -0.74400,    -0.26066,     0.32827,    False,           F,       -1.39626,        -1.02098,    -1.43148,     1.52605
       786,      Jörg,                     -0.55180,    -0.57271,    -0.53288,     0.73070,    False,           F,       -0.00816,        -0.21533,     0.95944,    -0.84912
       787,      Jörg,                     -1.08810,    -0.55372,    -1.11295,     1.28891,    False,           F,        2.70460,        -1.71169,    -0.65709,     3.25363
       788,    Atsuto,                      1.97852,    -0.10708,    -0.43419,     0.56032,    False,           F,        0.07505,        -0.91577,    -0.67494,     0.41329
       789,       Bob,                      0.09830,    -0.73838,    -0.55506,     0.73472,    False,           F,       -1.13649,        -1.48147,    -1.86968,    -1.40702
       790,       Bob,                      1.96615,     0.55911,    -0.36283,     0.33218,     True,           E,       -0.47431,        -2.34458,    -2.18774,     1.25370
       791,    Atsuto,                      0.25781,    -0.37950,     0.03811,     0.14966,    False,           F,       -0.92062,        -0.37415,    -4.47834,     4.63350
       792,       Bob,                      1.72867,    -0.32550,    -0.31600,     0.35824,    False,           F,        0.06232,        -1.11403,    -1.39838,    -0.02721
       793,       Bob,                      0.62802,     0.65785,    -0.39511,     0.60658,     True,           B,       -0.48465,        -1.42753,    -1.23890,     0.04703
       794,       Bob,                      1.54144,     1.04672,    -0.58104,     0.80550,     True,           A,       -2.84625,        -0.63527,    -4.19978,     2.65389
       795,       Bob,                     -1.55545,     0.79284,    -0.65252,     0.74291,     True,           B,       -1.73529,        -0.64948,    -2.38887,     0.77980
       796,    Atsuto,                     -1.23301,     0.00484,    -0.84522,     0.92803,    False,           F,        0.58498,         1.19403,    -1.58234,     0.43177
       797,    Atsuto,                     -1.84210,    -0.27445,    -0.14166,     0.23361,    False,           F,        2.37803,         3.45863,    -2.85498,     2.25227
       798,      Jörg,                      1.74371,     0.05462,    -1.03899,     0.99759,    False,           F,        1.45734,        -0.98544,     2.53931,    -1.32762
       799,       Bob,                      0.93520,    -0.87896,    -0.34714,     0.38071,    False,           F,        0.18260,         0.23642,     1.08784,    -0.10546
       800,      Jörg,                     -3.44165,     1.76991,    -0.35848,     0.61949,     True,           A,        3.28338,         0.59275,    -0.04336,     3.16730
       801,       Bob,                      0.11614,     0.10872,    -0.86301,     0.78415,    False,           F,       -0.79449,        -2.65245,    -1.30672,     2.83182
       802,      Jörg,                     -1.47846,     0.78017,    -0.65711,     0.59683,     True,           C,        1.58394,        -0.12991,     1.67943,    -0.41019
       803,       Bob,                     -0.19440,     0.03174,     0.19458,     0.01823,     True,           F,       -1.52033,        -0.88352,    -3.44150,     1.49625
       804,      Jörg,                     -0.28575,    -0.36289,    -0.78458,     0.96254,    False,           F,        1.91811,         2.41677,     3.05905,    -0.13951
       805,    Atsuto,                     -1.63575,     0.65919,    -0.64115,     0.70521,    False,           C,       -0.76095,         2.36455,    -0.90629,     0.81794
       806,       Bob,                      0.86371,     1.67108,     0.09887,     0.05732,     True,           A,       -0.87779,        -0.10676,    -1.04297,     0.17126
       807,    Atsuto,                     -0.82081,    -0.33117,    -0.57377,     0.60966,    False,           F,       -1.48141,         0.27517,    -3.55436,     1.49651
       808,      Jörg,                      2.24484,     1.12651,    -1.35897,     1.35216,    False,           A,        0.30352,         0.39543,     2.92651,    -1.16046
       809,       Bob,                     -1.62862,     1.58362,    -0.53730,     0.58067,     True,           A,       -1.05828,        -0.77999,    -3.05362,     1.51601
       810,    Atsuto,                      1.43111,    -0.50909,    -1.11642,     1.17779,    False,           F,        0.10517,         2.71902,     2.86645,     1.52389
       811,      Jörg,                     -1.09584,     0.17947,    -1.14987,     1.03613,    False,           F,        0.78929,        -2.24641,    -1.08813,     4.25219
       812,       Bob,                      1.09341,     0.85444,    -0.55350,     0.79924,     True,           A,        0.03249,        -1.51684,    -1.94967,    -0.10251
       813,       Bob,                     -2.00181,     0.55670,    -0.33539,     0.59096,    False,           B,        0.17184,         0.24266,    -2.48168,     3.24622
       814,       Bob,                      0.42763,     1.56077,    -0.36039,     0.44473,     True,           A,       -2.49480,        -0.92634,    -1.63462,     0.79152
       815,       Bob,                      0.49573,     0.63640,    -0.01671,     0.01502,     True,           D,       -1.63288,        -1.18914,    -3.31412,     4.49063
       816,      Jörg,                     -0.98167,     0.44891,    -0.85995,     0.93845,    False,           E,        2.07257,         0.48977,    -1.78247,     0.56116
       817,      Jörg,                     -0.44368,     0.96004,    -0.71046,     0.92791,     True,           A,        0.82767,        -1.11076,    -0.91353,     1.94628
       818,       Bob,                      0.19356,     0.40299,    -0.44810,     0.47591,    False,          Fx,       -1.30294,        -0.97141,    -0.95584,     1.16454
       819,    Atsuto,                     -1.01484,     0.13940,    -1.12395,     1.17665,    False,           F,        0.86344,         2.15365,    -0.72252,     0.35535
